id,name,svWikipedia,WD Qnumber,WD Lsv,WD Len,WD Dsv,WD Den,WD e-postadress,WD telefonnummer,WD organisationsnummer (Sverige),abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,phone,email,address,contact,tags,source_url
se/tillvaxtverket,Tillväxtverket,https://sv.wikipedia.org/wiki/Tillv%C3%A4xtverket,Q3370919,Tillväxtverket,Swedish Agency for Economic and Regional Growth,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:tillvaxtverket@tillvaxtverket.se,+46-8-681-91-00,202100-6149,,,,,,,,,www.tillvaxtverket.se,SE,08-196828,tillvaxtverket@tillvaxtverket.se,BOX 4044,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/timra-kommun,Timrå kommun,https://sv.wikipedia.org/wiki/Timr%C3%A5_kommun,Q504983,Timrå kommun,Timrå Municipality,"kommun i Västernorrlands län, Sverige","municipality in Västernorrland County, Sweden",,,212000-2395,,,Förortskommuner till större städer,4.0,,,,,http://www.timra.se,SE,060-163100,timra.kommun@timra.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/tingsryds-kommun,Tingsryds kommun,https://sv.wikipedia.org/wiki/Tingsryds_kommun,Q515491,Tingsryds kommun,Tingsryd Municipality,"kommun i Kronobergs län, Sverige","municipality in Kronoberg County, Sweden",,,212000-0621,,,Varuproducerande kommuner,7.0,,,,,http://www.tingsryd.se,SE,0477-44100,kommunen@tingsryd.se,Box 88,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/tjorns-kommun,Tjörns kommun,https://sv.wikipedia.org/wiki/Tj%C3%B6rns_kommun,Q501448,Tjörns kommun,Tjörn Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1306,,,Pendlingskommuner,5.0,,,,,http://www.tjorn.se,SE,0304-601000,kommun@tjorn.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/tomelilla-kommun,Tomelilla kommun,https://sv.wikipedia.org/wiki/Tomelilla_kommun,Q515519,Tomelilla kommun,Tomelilla Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-0886,,,Pendlingskommuner,5.0,,,,,http://www.tomelilla.se,SE,0417-18000,kommun@tomelilla.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/toreboda-kommun,Töreboda kommun,https://sv.wikipedia.org/wiki/T%C3%B6reboda_kommun,Q501470,Töreboda kommun,Töreboda Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1678,,,Varuproducerande kommuner,7.0,,,,,http://www.toreboda.se,SE,0506-18000,kommunen@toreboda.se,Box 83,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/torsas-kommun,Torsås kommun,https://sv.wikipedia.org/wiki/Tors%C3%A5s_kommun,Q515551,Torsås kommun,Torsås Municipality,"kommun i Kalmar län, Sverige","municipality in Kalmar County, Sweden",,,212000-0696,,,Varuproducerande kommuner,7.0,,,,,http://www.torsas.se,SE,0486-33100,info@torsas.se,Box 503,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/torsby-kommun,Torsby kommun,https://sv.wikipedia.org/wiki/Torsby_kommun,Q510135,Torsby kommun,Torsby Municipality,"kommun i Värmlands län, Sverige","municipality in Värmland County, Sweden",,,212000-1777,,,Glesbygdkommuner,8.0,,,,,http://www.torsby.se,SE,0560-16000,torsby.kommun@torsby.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/totalforsvarets-forskningsinstitut,Totalförsvarets forskningsinstitut,https://sv.wikipedia.org/wiki/Totalf%C3%B6rsvarets_forskningsinstitut,Q2445509,Totalförsvarets forskningsinstitut,Swedish Defence Research Agency,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:registrator@foi.se,+46-8-555-030-00,202100-5182,FOI,,,,,,,,www.foi.se,SE,08-55503100,registrator@foi.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/totalforsvarets-rekryteringsmyndighet,Totalförsvarets rekryteringsmyndighet,https://sv.wikipedia.org/wiki/Plikt-_och_pr%C3%B6vningsverket,Q3371373,Totalförsvarets rekryteringsmyndighet,Swedish Defence Recruitment Agency,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:exp@rekryteringsmyndigheten.se,+46-77-124-40-00,202100-4771,,,,,,,,,www.pliktverket.se,SE,010-8211002,exp@rekryteringsmyndigheten.se,KAROLINEN,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/trafikanalys,Trafikanalys (myndighet),https://sv.wikipedia.org/wiki/Trafikanalys_(myndighet),Q10701016,Trafikanalys (myndighet),Transport Analysis,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:trafikanalys@trafa.se,+46-10-414-42-00,202100-6305,,,,,,,,,www.trafa.se,SE,010-4144210,trafikanalys@trafa.se,TORSGATAN 30,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/trafikverket,Trafikverket,https://sv.wikipedia.org/wiki/Trafikverket,Q1677108,Trafikverket,Swedish Transport Administration,svensk myndighet för trafikfrågor,Swedish administrative authority regarding traffic issues,mailto:trafikverket@trafikverket.se,+46-77-192-19-21,202100-6297,,,,,,,,,www.trafikverket.se,SE,,trafikverket@trafikverket.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/tranas-kommun,Tranås kommun,https://sv.wikipedia.org/wiki/Tran%C3%A5s_kommun,Q505071,Tranås kommun,Tranås Municipality,"kommun i Jönköpings län, Sverige","municipality in Jönköping County, Sweden",,,212000-0597,,,Varuproducerande kommuner,7.0,,,,,http://www.tranas.se,SE,0140-68100,tranaskommun@tranas.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/tranemo-kommun,Tranemo kommun,https://sv.wikipedia.org/wiki/Tranemo_kommun,Q501479,Tranemo kommun,Tranemo Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1462,,,Varuproducerande kommuner,7.0,,,,,http://www.tranemo.se,SE,0325-576000,kommun@tranemo.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/transportstyrelsen,Transportstyrelsen,https://sv.wikipedia.org/wiki/Transportstyrelsen,Q10701323,Transportstyrelsen,Swedish Transport Agency,svensk myndighet,Swedish administrative authority,mailto:kontakt@transportstyrelsen.se,+46-77-150-35-03,202100-6099,,,,,,,,,www.transportstyrelsen.se,SE,011-4152250,kontakt@transportstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/tredje-ap-fonden,Tredje AP-fonden,,Q33075523,Tredje AP-fonden,,,,,,,,,,,,,,,www.ap3.se,SE,08-55517120,info@ap3.se,BOX 1176,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/trelleborgs-kommun,Trelleborgs kommun,https://sv.wikipedia.org/wiki/Trelleborgs_kommun,Q504219,Trelleborgs kommun,Trelleborg Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-1199,,,Pendlingskommuner,5.0,,,,,http://www.trelleborg.se,SE,0410-733000,trelleborgs.kommun@trelleborg.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/trollhattans-stad,Trollhättans kommun,https://sv.wikipedia.org/wiki/Trollh%C3%A4ttans_kommun,Q28532,Trollhättans kommun,Trollhättan Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1546,,,Större städer,3.0,,,,,http://www.trollhattan.se,SE,0520-495000,trollhattans.stad@trollhattan.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/trosa-kommun,Trosa kommun,https://sv.wikipedia.org/wiki/Trosa_kommun,Q505064,Trosa kommun,Trosa Municipality,"kommun i Södermanlands län, Sverige 1992-","municipality in Södermanland County, Sweden",,,212000-2957,,,Förortskommuner till större städer,4.0,,,,,http://www.trosa.se,SE,0156-52000,trosa@trosa.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/tullverket,Tullverket,https://sv.wikipedia.org/wiki/Tullverket,Q4579704,Tullverket,Swedish Customs,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:tullverket@tullverket.se,+46-77-152-05-20,202100-0969,,,,,,,,,www.tullverket.se,SE,08-208012,tullverket@tullverket.se,BOX 12854,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/tyreso-kommun,Tyresö kommun,https://sv.wikipedia.org/wiki/Tyres%C3%B6_kommun,Q113730,Tyresö kommun,Tyresö Municipality,"kommun i Stockholms län, Sverige","municipality in Stockholm County, Sweden",,,212000-0092,,,Förortskommuner till storstäderna,2.0,1.0,,,,http://www.tyreso.se,SE,08-5782 9100,kommun@tyreso.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/uddevalla-kommun,Uddevalla kommun,https://sv.wikipedia.org/wiki/Uddevalla_kommun,Q501442,Uddevalla kommun,Uddevalla Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1397,,,Större städer,3.0,,,,,http://www.uddevalla.se,SE,0522-696000,kommunen@uddevalla.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/uddevalla-tingsratt,Uddevalla tingsrätt,https://sv.wikipedia.org/wiki/Uddevalla_tingsr%C3%A4tt,Q10708427,Uddevalla tingsrätt,Uddevalla district court,,,,,,,,,,,,,,www.uddevallatingsratt.domstol.se,SE,,uddevalla.tingsratt@dom.se,BOX 323,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/ulricehamns-kommun,Ulricehamns kommun,https://sv.wikipedia.org/wiki/Ulricehamns_kommun,Q382808,Ulricehamns kommun,Ulricehamn Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1579,,,Kommuner i tätbefolkad region,9.0,,,,,http://www.ulricehamn.se,SE,0321-595000,kommun@ulricehamn.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/umea-kommun,Umeå kommun,https://sv.wikipedia.org/wiki/Ume%C3%A5_kommun,Q507709,Umeå kommun,Umeå Municipality,"kommun i Västerbottens län, Sverige","municipality in Västerbotten County, Sweden",,+46-90-16-10-00,212000-2627,,,Större städer,3.0,,,,,http://www.umea.se,SE,090- 16 10 00,umea.kommun@umea.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/umea-tingsratt,Umeå tingsrätt,https://sv.wikipedia.org/wiki/Ume%C3%A5_tingsr%C3%A4tt,Q10709206,Umeå tingsrätt,Umeå District Court,,,,,,,,,,,,,,www.umeatingsratt.domstol.se,SE,,umea.tingsratt@dom.se,BOX 138,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/umea-universitet,Umeå universitet,https://sv.wikipedia.org/wiki/Ume%C3%A5_universitet,Q1144565,Umeå universitet,Umeå University,svenskt statligt universitet,"public university in Umeå, Sweden",mailto:registrator@umu.se,+46-90-786-50-00,202100-2874,,,,,,,,,www.umu.se,SE,090-7866670,umea.universitet@umu.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/universitets-och-hogskoleradet,Universitets- och högskolerådet,https://sv.wikipedia.org/wiki/Universitets-_och_h%C3%B6gskoler%C3%A5det,Q10709720,Universitets- och högskolerådet,Swedish Council for Higher Education,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:registrator@uhr.se,+46-10-470-03-00,202100-6487,,,,,,,,,www.uhr.se,SE,,,BOX 45093,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/universitetskanslersambetet,Universitetskanslersämbetet,https://sv.wikipedia.org/wiki/Universitetskanslers%C3%A4mbetet,Q15278226,Universitetskanslersämbetet,Swedish Higher Education Authority,svensk statlig förvaltningsmyndighet,Swedish supervisory authority,mailto:registrator@uka.se,+46-8-563-085-00,202100-6495,,,,,,,,,www.uk-ambetet.se/,SE,,,BOX 7703,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/upplands-vasby-kommun,Upplands Väsby kommun,https://sv.wikipedia.org/wiki/Upplands_V%C3%A4sby_kommun,Q499425,Upplands Väsby kommun,Upplands Väsby Municipality,"kommun i Stockholms län, Sverige","municipality in Stockholm County, Sweden",,,212000-0019,,,Förortskommuner till storstäderna,2.0,1.0,,,,http://www.upplandsvasby.se,SE,08-59097000,upplands.vasby.kommun@upplandsvasby.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/upplands-bro-kommun,Upplands-Bro kommun,https://sv.wikipedia.org/wiki/Upplands-Bro_kommun,Q113673,Upplands-Bro kommun,Upplands-Bro Municipality,"kommun i Stockholms län, Sverige","municipality in Stockholm County, Sweden",,,212000-0100,,,Förortskommuner till storstäderna,2.0,1.0,,,,http://www.upplands-bro.se,SE,08-581 690 00,upplands-bro.kommun@upplands-bro.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/uppsala-kommun,Uppsala kommun,https://sv.wikipedia.org/wiki/Uppsala_kommun,Q59091,Uppsala kommun,Uppsala Municipality,"kommun i Uppsala län, Sverige","municipality in Uppsala County, Sweden",,+46-18-727-00-00,212000-3005,,,Större städer,3.0,,,,,http://www.uppsala.se,SE,018-7270000,uppsala.kommun@uppsala.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/uppsala-tingsratt,Uppsala tingsrätt,https://sv.wikipedia.org/wiki/Uppsala_tingsr%C3%A4tt,Q10710259,Uppsala tingsrätt,Uppsala District Court,,,,,,,,,,,,,,www.domstol.se,SE,018-167282,uppsala.tingsratt@dom.se,BOX 1113,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/uppsala-universitet,Uppsala universitet,https://sv.wikipedia.org/wiki/Uppsala_universitet,Q185246,Uppsala universitet,Uppsala University,"statligt universitet i Uppsala, Sverige","research university in Uppsala, Sweden",mailto:registrator@uu.se,+46-18-471-00-00,202100-2932,,,,,,,,,www.uu.se,SE,018-4712000,registrator@uu.se,BOX 256,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/uppvidinge-kommun,Uppvidinge kommun,https://sv.wikipedia.org/wiki/Uppvidinge_kommun,Q515505,Uppvidinge kommun,Uppvidinge Municipality,"kommun i Kronobergs län, Sverige","municipality in Kronoberg County, Sweden",,,212000-0605,,,Varuproducerande kommuner,7.0,,,,,http://www.uppvidinge.se,SE,0474-47000,ledningskontoret@uppvidinge.se,Box 59,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/vadstena-kommun,Vadstena kommun,https://sv.wikipedia.org/wiki/Vadstena_kommun,Q515969,Vadstena kommun,Vadstena Municipality,"kommun i Östergötlands län, Sverige","municipality in Östergötland County, Sweden",,,212000-2825,,,Pendlingskommuner,5.0,,,,,http://www.vadstena.se,SE,0143-15000,vadstena.kommun@vadstena.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/vaggeryds-kommun,Vaggeryds kommun,https://sv.wikipedia.org/wiki/Vaggeryds_kommun,Q605329,Vaggeryds kommun,Vaggeryd Municipality,"kommun i Jönköpings län, Sverige","municipality in Jönköping County, Sweden",,,212000-0522,,,Varuproducerande kommuner,7.0,,,,,http://www.vaggeryd.se,SE,0370-67 80 00,kommunstyrelsen@vaggeryd.se,Box 43,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/valdemarsviks-kommun,Valdemarsviks kommun,https://sv.wikipedia.org/wiki/Valdemarsviks_kommun,Q509997,Valdemarsviks kommun,Valdemarsvik Municipality,"kommun i Östergötlands län, Sverige","municipality in Östergötland County, Sweden",,,212000-0431,,,Turism- och besöksnäringskommuner,6.0,,,,,http://www.valdemarsvik.se,SE,0123-19100,kommun@valdemarsvik.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/vallentuna-kommun,Vallentuna kommun,https://sv.wikipedia.org/wiki/Vallentuna_kommun,Q501526,Vallentuna kommun,Vallentuna Municipality,"kommun i Stockholms län, Sverige","municipality in Stockholm County, Sweden",,,212000-0027,,,Förortskommuner till storstäderna,2.0,1.0,,,,http://www.vallentuna.se,SE,08-58785000,kommun@vallentuna.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/valmyndigheten,Valmyndigheten,https://sv.wikipedia.org/wiki/Valmyndigheten,Q2872821,Valmyndigheten,Swedish Election Authority,"svensk statlig förvaltningsmyndighet med ansvar för genomförandet av Europaparlamentsval, riksdagsval, landstingsval, kommunalval och folkomröstningar samt medborgarinitiativ inom EU",Swedish administrative authority,mailto:registrator@val.se,+46-8-635-69-00,202100-5281,,,,,,,,,www.val.se,SE,08-6356920,valet@val.se,BOX 12191,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/vanersborgs-kommun,Vänersborgs kommun,https://sv.wikipedia.org/wiki/V%C3%A4nersborgs_kommun,Q511426,Vänersborgs kommun,Vänersborg Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1538,,,Pendlingskommuner,5.0,,,,,http://www.vanersborg.se,SE,0521-721000,kommun@vanersborg.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/vanersborgs-tingsratt,Vänersborgs tingsrätt,https://sv.wikipedia.org/wiki/V%C3%A4nersborgs_tingsr%C3%A4tt,Q10717357,Vänersborgs tingsrätt,Vänersborg District Court,,,,,,,,,,,,,,www.vanersborgstingsratt.domstol.se,SE,,vanersborgs.tingsratt@dom.se,BOX 1070,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/vannas-kommun,Vännäs kommun,https://sv.wikipedia.org/wiki/V%C3%A4nn%C3%A4s_kommun,Q500210,Vännäs kommun,Vännäs Municipality,"kommun i Västerbottens län, Sverige","municipality in Västerbotten County, Sweden",,,212000-2841,,,Pendlingskommuner,5.0,,,,,http://www.vannas.se,SE,0935-14000,vannas.kommun@vannas.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/vansbro-kommun,Vansbro kommun,https://sv.wikipedia.org/wiki/Vansbro_kommun,Q501551,Vansbro kommun,Vansbro Municipality,"kommun i Dalarnas län, Sverige","municipality in Dalarna County, Sweden",,,212000-2130,,,Glesbygdkommuner,8.0,,,,,http://www.vansbro.se,SE,0281-75000,vansbro.kommun@vansbro.se,Medborgarhuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/vara-kommun,Vara kommun,https://sv.wikipedia.org/wiki/Vara_kommun,Q501428,Vara kommun,Vara Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-2924,,,Varuproducerande kommuner,7.0,,,,,http://www.vara.se,SE,0512-31000,vara.kommun@vara.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/varbergs-kommun,Varbergs kommun,https://sv.wikipedia.org/wiki/Varbergs_kommun,Q179180,Varbergs kommun,Varberg Municipality,"kommun i Hallands län, Sverige","municipality in Halland County, Sweden",,,212000-1249,,,Större städer,3.0,,,,,http://www.varberg.se,SE,0340-88000,ks@kommunen.varberg.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/varbergs-tingsratt,Varbergs tingsrätt,https://sv.wikipedia.org/wiki/Varbergs_tingsr%C3%A4tt,Q10712935,Varbergs tingsrätt,Varberg District Court,,,,,,,,,,,,,,www.varbergstingsratt.domstol.se,SE,,varbergs.tingsratt@dom.se,BOX 121,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/vargarda-kommun,Vårgårda kommun,https://sv.wikipedia.org/wiki/V%C3%A5rg%C3%A5rda_kommun,Q511297,Vårgårda kommun,Vårgårda Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1454,,,Pendlingskommuner,5.0,,,,,http://www.vargarda.se,SE,0322-600600,kommunen@vargarda.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
